0,214.6605714
0.25,214.6605714
0.5,214.6605714
0.75,214.6605714
1,214.6646667
1.25,214.6648889
1.5,214.6645556
1.75,214.6656667
2,214.6612222
2.25,214.6565556
2.5,214.6548889
2.75,214.6513333
3,214.6461111
3.25,214.6408889
3.5,214.6375556
3.75,214.6304444
4,214.6233333
4.25,214.6227778
4.5,214.6222222
4.75,214.6177778
5,214.6115556
5.25,214.607
5.5,214.6025556
5.75,214.5981111
6,214.597
6.25,214.5958889
6.5,214.5937778
6.75,214.5912222
7,214.5886667
7.25,214.5878889
7.5,214.5875556
7.75,214.5871111
8,214.5873333
8.25,214.588
8.5,214.5886667
8.75,214.5885556
9,214.5888889
9.25,214.5897778
9.5,214.5906667
9.75,214.5911111
10,214.5905556
10.25,214.5876667
10.5,214.5847778
10.75,214.5818889
11,214.5783333
11.25,214.5747778
11.5,214.5674444
11.75,214.5601111
12,214.5527778
12.25,214.5466667
12.5,214.5422222
12.75,214.537
13,214.5317778
13.25,214.527
13.5,214.5222222
13.75,214.5206667
14,214.5193333
14.25,214.518
14.5,214.5164444
14.75,214.5161111
15,214.5156667
15.25,214.5152222
15.5,214.5157778
15.75,214.5146667
16,214.5126667
16.25,214.5113333
16.5,214.5087778
16.75,214.5062222
17,214.5062222
17.25,214.5071111
17.5,214.5072222
17.75,214.5057778
18,214.5043333
18.25,214.5031111
18.5,214.501
18.75,214.4986667
19,214.4963333
19.25,214.4902222
19.5,214.4818889
19.75,214.4743333
20,214.4655556
20.25,214.4584444
20.5,214.4517778
20.75,214.4444444
21,214.4385556
21.25,214.4331111
21.5,214.4276667
21.75,214.4226667
22,214.4176667
22.25,214.4173333
22.5,214.4184444
22.75,214.4197778
23,214.4208889
23.25,214.422
23.5,214.4226667
23.75,214.4227778
24,214.4246667
24.25,214.4236667
24.5,214.4207778
24.75,214.4128889
25,214.405
25.25,214.398
25.5,214.3898889
25.75,214.3817778
26,214.3742222
26.25,214.3662222
26.5,214.3611111
26.75,214.3552222
27,214.3528889
27.25,214.3505556
27.5,214.3463333
27.75,214.3415556
28,214.3367778
28.25,214.332
28.5,214.3236667
28.75,214.3153333
29,214.3057778
29.25,214.2962222
29.5,214.2838889
29.75,214.2734444
30,214.2646667
30.25,214.253
30.5,214.2413333
30.75,214.234
31,214.2266667
31.25,214.2213333
31.5,214.215
31.75,214.2114444
32,214.2047778
32.25,214.1981111
32.5,214.1915556
32.75,214.185
33,214.1781111
33.25,214.1692222
33.5,214.1603333
33.75,214.1524444
34,214.1423333
34.25,214.1353333
34.5,214.1264444
34.75,214.1203333
35,214.1111111
35.25,214.1018889
35.5,214.0932222
35.75,214.0845556
36,214.0758889
36.25,214.0651111
36.5,214.0543333
36.75,214.0454444
37,214.0327778
37.25,214.0232222
37.5,214.0116667
37.75,214.0015556
38,213.9914444
38.25,213.9795556
38.5,213.972
38.75,213.9634444
39,213.9548889
39.25,213.948
39.5,213.9411111
39.75,213.9362222
40,213.929
40.25,213.9175556
40.5,213.9078889
40.75,213.8982222
41,213.8895556
41.25,213.879
41.5,213.8705556
41.75,213.8571111
42,213.8436667
42.25,213.8282222
42.5,213.817
42.75,213.8057778
43,213.7936667
43.25,213.7815556
43.5,213.7695556
43.75,213.7575556
44,213.7505556
44.25,213.7404444
44.5,213.7346667
44.75,213.7257778
45,213.7168889
45.25,213.7091111
45.5,213.7013333
45.75,213.6953333
46,213.6877778
46.25,213.6802222
46.5,213.6757778
46.75,213.6695556
47,213.6664444
47.25,213.6587778
47.5,213.6508889
47.75,213.6401111
48,213.6293333
48.25,213.6153333
48.5,213.6013333
48.75,213.5873333
49,213.573
49.25,213.5586667
49.5,213.5488889
49.75,213.5372222
50,213.5284444
50.25,213.5168889
50.5,213.5101111
50.75,213.5001111
51,213.4901111
51.25,213.4822222
51.5,213.4724444
51.75,213.4626667
52,213.4524444
52.25,213.4422222
52.5,213.4284444
52.75,213.4146667
53,213.4041111
53.25,213.3932222
53.5,213.3823333
53.75,213.3722222
54,213.3621111
54.25,213.3543333
54.5,213.3458889
54.75,213.3437778
55,213.3384444
55.25,213.3331111
55.5,213.3281111
55.75,213.3207778
56,213.3143333
56.25,213.3078889
56.5,213.3014444
56.75,213.2917778
57,213.2821111
57.25,213.2756667
57.5,213.2665556
57.75,213.2574444
58,213.2511111
58.25,213.245
58.5,213.2388889
58.75,213.2315556
59,213.2281111
59.25,213.2233333
59.5,213.2185556
59.75,213.2144444
60,213.2103333
60.25,213.2057778
60.5,213.1995556
60.75,213.1933333
61,213.1875556
61.25,213.1817778
61.5,213.1773333
61.75,213.173
62,213.1706667
62.25,213.1676667
62.5,213.1646667
62.75,213.1634444
63,213.1622222
63.25,213.1617778
63.5,213.1577778
63.75,213.1537778
64,213.1496667
64.25,213.1461111
64.5,213.1432222
64.75,213.1378889
65,213.1324444
65.25,213.1276667
65.5,213.1228889
65.75,213.1216667
66,213.119
66.25,213.1163333
66.5,213.1121111
66.75,213.1078889
67,213.1061111
67.25,213.1055556
67.5,213.1043333
67.75,213.1004444
68,213.0965556
68.25,213.0927778
68.5,213.089
68.75,213.0862222
69,213.0832222
69.25,213.0802222
69.5,213.0715556
69.75,213.0628889
70,213.0568889
70.25,213.0498889
70.5,213.0442222
70.75,213.0407778
71,213.0373333
71.25,213.0341111
71.5,213.0291111
71.75,213.0285556
72,213.0264444
72.25,213.0243333
72.5,213.0242222
72.75,213.0241111
73,213.0217778
73.25,213.0196667
73.5,213.0175556
73.75,213.015
74,213.0124444
74.25,213.0114444
74.5,213.0071111
74.75,213.0017778
75,212.996
75.25,212.9902222
75.5,212.9845556
75.75,212.9788889
76,212.9754444
76.25,212.9721111
76.5,212.9687778
76.75,212.9706667
77,212.9723333
77.25,212.9714444
77.5,212.9705556
77.75,212.9693333
78,212.9667778
78.25,212.9626667
78.5,212.9607778
78.75,212.9588889
79,212.953
79.25,212.9492222
79.5,212.9484444
79.75,212.9483333
80,212.9482222
80.25,212.9494444
80.5,212.9495556
80.75,212.9473333
81,212.944
81.25,212.9427778
81.5,212.9382222
81.75,212.9336667
82,212.9284444
82.25,212.9234444
82.5,212.9184444
82.75,212.9161111
83,212.9132222
83.25,212.9056667
83.5,212.8981111
83.75,212.892
84,212.8835556
84.25,212.8751111
84.5,212.8682222
84.75,212.8613333
85,212.8544444
85.25,212.851
85.5,212.8533333
85.75,212.8537778
86,212.8542222
86.25,212.8565556
86.5,212.8588889
86.75,212.8594444
87,212.8608889
87.25,212.8623333
87.5,212.8612222
87.75,212.8601111
88,212.8611111
88.25,212.8621111
88.5,212.8635556
88.75,212.8652222
89,212.8668889
89.25,212.8676667
89.5,212.8672222
89.75,212.8664444
90,212.8643333
90.25,212.862
90.5,212.8581111
90.75,212.8542222
91,212.8497778
91.25,212.8453333
91.5,212.8408889
91.75,212.8385556
92,212.8362222
92.25,212.8352222
92.5,212.8306667
92.75,212.8276667
93,212.8231111
93.25,212.8188889
93.5,212.814
93.75,212.8091111
94,212.8031111
94.25,212.7984444
94.5,212.7921111
94.75,212.7893333
95,212.7865556
95.25,212.7853333
95.5,212.7844444
95.75,212.7815556
96,212.7786667
96.25,212.776
96.5,212.7731111
96.75,212.7718889
97,212.7706667
97.25,212.7708889
97.5,212.7711111
97.75,212.771
98,212.7735556
98.25,212.7752222
98.5,212.7768889
98.75,212.7756667
99,212.7744444
99.25,212.7732222
99.5,212.7694444
99.75,212.7656667
100,212.7618889
100.25,212.7581111
100.5,212.7558889
100.75,212.7536667
101,212.7532222
101.25,212.754
101.5,212.7547778
101.75,212.7566667
102,212.7542222
102.25,212.7517778
102.5,212.7475556
102.75,212.7426667
103,212.7397778
103.25,212.7368889
103.5,212.7333333
103.75,212.7297778
104,212.7262222
104.25,212.7274444
104.5,212.7286667
104.75,212.7316667
105,212.7343732
105.25,212.7347863
105.5,212.734906
105.75,212.7341766
106,212.7331538
106.25,212.7318376
106.5,212.7297835
106.75,212.7274359
107,212.7247949
107.25,212.7221538
107.5,212.7195128
107.75,212.7168718
108,212.7142308
108.25,212.7115897
108.5,212.7089487
108.75,212.7063077
109,212.7036667
109.25,212.7010256
109.5,212.6983846
109.75,212.6957436
110,212.6931026
110.25,212.6904615
110.5,212.6878205
110.75,212.6851795
111,212.6825385
111.25,212.6798974
111.5,212.6772564
111.75,212.6746154
112,212.6719744
112.25,212.6693333
112.5,212.6666923
112.75,212.6640513
113,212.6614103
113.25,212.6587692
113.5,212.6561282
113.75,212.6534872
114,212.6508462
114.25,212.6482051
114.5,212.6455641
114.75,212.6432165
115,212.6411624
115.25,212.6395128
115.5,212.6381567
115.75,212.6383162
116,212.6387692
116.25,212.6385801
116.5,212.6387143
116.75,212.6393333
117,212.6402
